1779080599.043319 server started (1536774): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1779080599.043350 on Linux 6.17.0-23-generic #23-Ubuntu SMP PREEMPT_DYNAMIC Sat Apr 11 23:29:57 UTC 2026
1779080599.043363 using libevent 2.1.12-stable poll
1779080599.043367 using ncurses 6.5 20250216
1779080599.067777 cmd_parse_build_commands: bind-key -T copy-mode-vi TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1779080599.067778 cmdq_get_command: [bind-key/0x733020ec4e00] group 2630
1779080599.067779 cmdq_append <global>: [bind-key/0x733020ec4e00]
1779080599.067780 yylex_token: end at WS
1779080599.067780 yylex_token: bind
1779080599.067781 yylex_token: end at WS
1779080599.067782 yylex_token: -Tcopy-mode-vi
1779080599.067783 yylex_token: end at WS
1779080599.067783 yylex_token: BSpace
1779080599.067784 yylex_token: end at WS
1779080599.067784 yylex_token: send
1779080599.067785 yylex_token: end at WS
1779080599.067786 yylex_token: -X
1779080599.067787 yylex_token: end at WS
1779080599.067787 yylex_token: cursor-left
1779080599.067788 cmd_parse_build_commands 0:0: bind
1779080599.067789 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067789 cmd_parse_build_commands 0:2: BSpace
1779080599.067790 cmd_parse_build_commands 0:3 0:0: send
1779080599.067791 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067792 cmd_parse_build_commands 0:3 0:2: cursor-left
1779080599.067793 cmd_parse_build_commands 0:0: send
1779080599.067793 cmd_parse_build_commands 0:1: -X
1779080599.067794 cmd_parse_build_commands 0:2: cursor-left
1779080599.067795 args_parse_flags: next -X
1779080599.067796 args_parse_flags: -X
1779080599.067796 args_parse_flags: next cursor-left
1779080599.067797 args_parse: flags end at 2 of 3
1779080599.067798 args_parse: 2 = cursor-left (type STRING)
1779080599.067799 cmd_parse_build_commands: send-keys -X cursor-left
1779080599.067800 args_parse_flags: next -Tcopy-mode-vi
1779080599.067800 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067801 args_parse_flags: next BSpace
1779080599.067802 args_parse: flags end at 2 of 4
1779080599.067802 args_parse: 2 = BSpace (type STRING)
1779080599.067804 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1779080599.067806 cmd_parse_build_commands: bind-key -T copy-mode-vi BSpace { send-keys -X cursor-left }
1779080599.067807 cmdq_get_command: [bind-key/0x733020ec4f00] group 2641
1779080599.067807 cmdq_append <global>: [bind-key/0x733020ec4f00]
1779080599.067808 yylex_token: end at WS
1779080599.067809 yylex_token: bind
1779080599.067810 yylex_token: end at WS
1779080599.067810 yylex_token: -Tcopy-mode-vi
1779080599.067811 yylex_token: end at WS
1779080599.067812 yylex_token: NPage
1779080599.067812 yylex_token: end at WS
1779080599.067813 yylex_token: send
1779080599.067814 yylex_token: end at WS
1779080599.067814 yylex_token: -X
1779080599.067815 yylex_token: end at WS
1779080599.067816 yylex_token: page-down
1779080599.067817 cmd_parse_build_commands 0:0: bind
1779080599.067818 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067819 cmd_parse_build_commands 0:2: NPage
1779080599.067820 cmd_parse_build_commands 0:3 0:0: send
1779080599.067820 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067821 cmd_parse_build_commands 0:3 0:2: page-down
1779080599.067822 cmd_parse_build_commands 0:0: send
1779080599.067822 cmd_parse_build_commands 0:1: -X
1779080599.067823 cmd_parse_build_commands 0:2: page-down
1779080599.067824 args_parse_flags: next -X
1779080599.067825 args_parse_flags: -X
1779080599.067826 args_parse_flags: next page-down
1779080599.067826 args_parse: flags end at 2 of 3
1779080599.067827 args_parse: 2 = page-down (type STRING)
1779080599.067828 cmd_parse_build_commands: send-keys -X page-down
1779080599.067829 args_parse_flags: next -Tcopy-mode-vi
1779080599.067830 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067831 args_parse_flags: next NPage
1779080599.067831 args_parse: flags end at 2 of 4
1779080599.067832 args_parse: 2 = NPage (type STRING)
1779080599.067833 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1779080599.067836 cmd_parse_build_commands: bind-key -T copy-mode-vi NPage { send-keys -X page-down }
1779080599.067836 cmdq_get_command: [bind-key/0x733020ecc000] group 2649
1779080599.067837 cmdq_append <global>: [bind-key/0x733020ecc000]
1779080599.067838 yylex_token: end at WS
1779080599.067839 yylex_token: bind
1779080599.067840 yylex_token: end at WS
1779080599.067840 yylex_token: -Tcopy-mode-vi
1779080599.067841 yylex_token: end at WS
1779080599.067841 yylex_token: PPage
1779080599.067842 yylex_token: end at WS
1779080599.067843 yylex_token: send
1779080599.067843 yylex_token: end at WS
1779080599.067844 yylex_token: -X
1779080599.067845 yylex_token: end at WS
1779080599.067845 yylex_token: page-up
1779080599.067846 cmd_parse_build_commands 0:0: bind
1779080599.067847 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067848 cmd_parse_build_commands 0:2: PPage
1779080599.067848 cmd_parse_build_commands 0:3 0:0: send
1779080599.067849 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067850 cmd_parse_build_commands 0:3 0:2: page-up
1779080599.067851 cmd_parse_build_commands 0:0: send
1779080599.067851 cmd_parse_build_commands 0:1: -X
1779080599.067852 cmd_parse_build_commands 0:2: page-up
1779080599.067853 args_parse_flags: next -X
1779080599.067854 args_parse_flags: -X
1779080599.067854 args_parse_flags: next page-up
1779080599.067855 args_parse: flags end at 2 of 3
1779080599.067856 args_parse: 2 = page-up (type STRING)
1779080599.067857 cmd_parse_build_commands: send-keys -X page-up
1779080599.067858 args_parse_flags: next -Tcopy-mode-vi
1779080599.067859 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067859 args_parse_flags: next PPage
1779080599.067860 args_parse: flags end at 2 of 4
1779080599.067861 args_parse: 2 = PPage (type STRING)
1779080599.067862 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1779080599.067864 cmd_parse_build_commands: bind-key -T copy-mode-vi PPage { send-keys -X page-up }
1779080599.067865 cmdq_get_command: [bind-key/0x733020ecc100] group 2657
1779080599.067866 cmdq_append <global>: [bind-key/0x733020ecc100]
1779080599.067867 yylex_token: end at WS
1779080599.067867 yylex_token: bind
1779080599.067868 yylex_token: end at WS
1779080599.067869 yylex_token: -Tcopy-mode-vi
1779080599.067869 yylex_token: end at WS
1779080599.067870 yylex_token: Up
1779080599.067871 yylex_token: end at WS
1779080599.067871 yylex_token: send
1779080599.067872 yylex_token: end at WS
1779080599.067873 yylex_token: -X
1779080599.067873 yylex_token: end at WS
1779080599.067874 yylex_token: cursor-up
1779080599.067875 cmd_parse_build_commands 0:0: bind
1779080599.067876 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067876 cmd_parse_build_commands 0:2: Up
1779080599.067877 cmd_parse_build_commands 0:3 0:0: send
1779080599.067878 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067878 cmd_parse_build_commands 0:3 0:2: cursor-up
1779080599.067879 cmd_parse_build_commands 0:0: send
1779080599.067881 cmd_parse_build_commands 0:1: -X
1779080599.067881 cmd_parse_build_commands 0:2: cursor-up
1779080599.067883 args_parse_flags: next -X
1779080599.067883 args_parse_flags: -X
1779080599.067884 args_parse_flags: next cursor-up
1779080599.067884 args_parse: flags end at 2 of 3
1779080599.067885 args_parse: 2 = cursor-up (type STRING)
1779080599.067887 cmd_parse_build_commands: send-keys -X cursor-up
1779080599.067887 args_parse_flags: next -Tcopy-mode-vi
1779080599.067888 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067889 args_parse_flags: next Up
1779080599.067889 args_parse: flags end at 2 of 4
1779080599.067890 args_parse: 2 = Up (type STRING)
1779080599.067893 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1779080599.067895 cmd_parse_build_commands: bind-key -T copy-mode-vi Up { send-keys -X cursor-up }
1779080599.067896 cmdq_get_command: [bind-key/0x733020ecc200] group 2665
1779080599.067897 cmdq_append <global>: [bind-key/0x733020ecc200]
1779080599.067897 yylex_token: end at WS
1779080599.067898 yylex_token: bind
1779080599.067899 yylex_token: end at WS
1779080599.067900 yylex_token: -Tcopy-mode-vi
1779080599.067900 yylex_token: end at WS
1779080599.067901 yylex_token: Down
1779080599.067902 yylex_token: end at WS
1779080599.067902 yylex_token: send
1779080599.067903 yylex_token: end at WS
1779080599.067903 yylex_token: -X
1779080599.067904 yylex_token: end at WS
1779080599.067905 yylex_token: cursor-down
1779080599.067906 cmd_parse_build_commands 0:0: bind
1779080599.067906 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067907 cmd_parse_build_commands 0:2: Down
1779080599.067908 cmd_parse_build_commands 0:3 0:0: send
1779080599.067908 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067909 cmd_parse_build_commands 0:3 0:2: cursor-down
1779080599.067910 cmd_parse_build_commands 0:0: send
1779080599.067911 cmd_parse_build_commands 0:1: -X
1779080599.067911 cmd_parse_build_commands 0:2: cursor-down
1779080599.067912 args_parse_flags: next -X
1779080599.067913 args_parse_flags: -X
1779080599.067914 args_parse_flags: next cursor-down
1779080599.067914 args_parse: flags end at 2 of 3
1779080599.067915 args_parse: 2 = cursor-down (type STRING)
1779080599.067916 cmd_parse_build_commands: send-keys -X cursor-down
1779080599.067917 args_parse_flags: next -Tcopy-mode-vi
1779080599.067918 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067918 args_parse_flags: next Down
1779080599.067919 args_parse: flags end at 2 of 4
1779080599.067920 args_parse: 2 = Down (type STRING)
1779080599.067921 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1779080599.067923 cmd_parse_build_commands: bind-key -T copy-mode-vi Down { send-keys -X cursor-down }
1779080599.067924 cmdq_get_command: [bind-key/0x733020ecc300] group 2673
1779080599.067925 cmdq_append <global>: [bind-key/0x733020ecc300]
1779080599.067926 yylex_token: end at WS
1779080599.067926 yylex_token: bind
1779080599.067927 yylex_token: end at WS
1779080599.067928 yylex_token: -Tcopy-mode-vi
1779080599.067929 yylex_token: end at WS
1779080599.067929 yylex_token: Left
1779080599.067930 yylex_token: end at WS
1779080599.067931 yylex_token: send
1779080599.067931 yylex_token: end at WS
1779080599.067932 yylex_token: -X
1779080599.067933 yylex_token: end at WS
1779080599.067933 yylex_token: cursor-left
1779080599.067934 cmd_parse_build_commands 0:0: bind
1779080599.067935 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067936 cmd_parse_build_commands 0:2: Left
1779080599.067936 cmd_parse_build_commands 0:3 0:0: send
1779080599.067937 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067938 cmd_parse_build_commands 0:3 0:2: cursor-left
1779080599.067939 cmd_parse_build_commands 0:0: send
1779080599.067939 cmd_parse_build_commands 0:1: -X
1779080599.067940 cmd_parse_build_commands 0:2: cursor-left
1779080599.067941 args_parse_flags: next -X
1779080599.067942 args_parse_flags: -X
1779080599.067942 args_parse_flags: next cursor-left
1779080599.067943 args_parse: flags end at 2 of 3
1779080599.067944 args_parse: 2 = cursor-left (type STRING)
1779080599.067946 cmd_parse_build_commands: send-keys -X cursor-left
1779080599.067947 args_parse_flags: next -Tcopy-mode-vi
1779080599.067947 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067948 args_parse_flags: next Left
1779080599.067949 args_parse: flags end at 2 of 4
1779080599.067949 args_parse: 2 = Left (type STRING)
1779080599.067950 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1779080599.067953 cmd_parse_build_commands: bind-key -T copy-mode-vi Left { send-keys -X cursor-left }
1779080599.067953 cmdq_get_command: [bind-key/0x733020ecc400] group 2681
1779080599.067956 cmdq_append <global>: [bind-key/0x733020ecc400]
1779080599.067958 yylex_token: end at WS
1779080599.067958 yylex_token: bind
1779080599.067959 yylex_token: end at WS
1779080599.067959 yylex_token: -Tcopy-mode-vi
1779080599.067960 yylex_token: end at WS
1779080599.067961 yylex_token: Right
1779080599.067961 yylex_token: end at WS
1779080599.067962 yylex_token: send
1779080599.067962 yylex_token: end at WS
1779080599.067963 yylex_token: -X
1779080599.067964 yylex_token: end at WS
1779080599.067964 yylex_token: cursor-right
1779080599.067965 cmd_parse_build_commands 0:0: bind
1779080599.067965 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067966 cmd_parse_build_commands 0:2: Right
1779080599.067967 cmd_parse_build_commands 0:3 0:0: send
1779080599.067967 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067968 cmd_parse_build_commands 0:3 0:2: cursor-right
1779080599.067969 cmd_parse_build_commands 0:0: send
1779080599.067969 cmd_parse_build_commands 0:1: -X
1779080599.067970 cmd_parse_build_commands 0:2: cursor-right
1779080599.067971 args_parse_flags: next -X
1779080599.067971 args_parse_flags: -X
1779080599.067972 args_parse_flags: next cursor-right
1779080599.067972 args_parse: flags end at 2 of 3
1779080599.067973 args_parse: 2 = cursor-right (type STRING)
1779080599.067974 cmd_parse_build_commands: send-keys -X cursor-right
1779080599.067975 args_parse_flags: next -Tcopy-mode-vi
1779080599.067976 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067976 args_parse_flags: next Right
1779080599.067977 args_parse: flags end at 2 of 4
1779080599.067978 args_parse: 2 = Right (type STRING)
1779080599.067979 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1779080599.067981 cmd_parse_build_commands: bind-key -T copy-mode-vi Right { send-keys -X cursor-right }
1779080599.067982 cmdq_get_command: [bind-key/0x733020ecc500] group 2689
1779080599.067982 cmdq_append <global>: [bind-key/0x733020ecc500]
1779080599.067983 yylex_token: end at WS
1779080599.067983 yylex_token: bind
1779080599.067984 yylex_token: end at WS
1779080599.067985 yylex_token: -Tcopy-mode-vi
1779080599.067985 yylex_token: end at WS
1779080599.067986 yylex_token: M-x
1779080599.067986 yylex_token: end at WS
1779080599.067987 yylex_token: send
1779080599.067987 yylex_token: end at WS
1779080599.067988 yylex_token: -X
1779080599.067989 yylex_token: end at WS
1779080599.067989 yylex_token: jump-to-mark
1779080599.067990 cmd_parse_build_commands 0:0: bind
1779080599.067991 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067991 cmd_parse_build_commands 0:2: M-x
1779080599.067992 cmd_parse_build_commands 0:3 0:0: send
1779080599.067992 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067993 cmd_parse_build_commands 0:3 0:2: jump-to-mark
1779080599.067994 cmd_parse_build_commands 0:0: send
1779080599.067994 cmd_parse_build_commands 0:1: -X
1779080599.067995 cmd_parse_build_commands 0:2: jump-to-mark
1779080599.067996 args_parse_flags: next -X
1779080599.067996 args_parse_flags: -X
1779080599.067997 args_parse_flags: next jump-to-mark
1779080599.067997 args_parse: flags end at 2 of 3
1779080599.067998 args_parse: 2 = jump-to-mark (type STRING)
1779080599.067999 cmd_parse_build_commands: send-keys -X jump-to-mark
1779080599.068000 args_parse_flags: next -Tcopy-mode-vi
1779080599.068000 args_parse_flag_argument: -T = copy-mode-vi
1779080599.068001 args_parse_flags: next M-x
1779080599.068001 args_parse: flags end at 2 of 4
1779080599.068003 args_parse: 2 = M-x (type STRING)
1779080599.068004 args_parse: 3 = send-keys -X jump-to-mark (type COMMANDS)
1779080599.068006 cmd_parse_build_commands: bind-key -T copy-mode-vi M-x { send-keys -X jump-to-mark }
1779080599.068006 cmdq_get_command: [bind-key/0x733020ecc600] group 2697
1779080599.068007 cmdq_append <global>: [bind-key/0x733020ecc600]
1779080599.068008 yylex_token: end at WS
1779080599.068008 yylex_token: bind
1779080599.068009 yylex_token: end at WS
1779080599.068009 yylex_token: -Tcopy-mode-vi
1779080599.068010 yylex_token: end at WS
1779080599.068011 yylex_token: C-Up
1779080599.068011 yylex_token: end at WS
1779080599.068012 yylex_token: send
1779080599.068012 yylex_token: end at WS
1779080599.068013 yylex_token: -X
1779080599.068013 yylex_token: end at WS
1779080599.068014 yylex_token: scroll-up
1779080599.068015 cmd_parse_build_commands 0:0: bind
1779080599.068015 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.068016 cmd_parse_build_commands 0:2: C-Up
1779080599.068017 cmd_parse_build_commands 0:3 0:0: send
1779080599.068017 cmd_parse_build_commands 0:3 0:1: -X
1779080599.068018 cmd_parse_build_commands 0:3 0:2: scroll-up
1779080599.068018 cmd_parse_build_commands 0:0: send
1779080599.068019 cmd_parse_build_commands 0:1: -X
1779080599.068020 cmd_parse_build_commands 0:2: scroll-up
1779080599.068020 args_parse_flags: next -X
1779080599.068021 args_parse_flags: -X
1779080599.068022 args_parse_flags: next scroll-up
1779080599.068022 args_parse: flags end at 2 of 3
1779080599.068023 args_parse: 2 = scroll-up (type STRING)
1779080599.068024 cmd_parse_build_commands: send-keys -X scroll-up
1779080599.068024 args_parse_flags: next -Tcopy-mode-vi
1779080599.068025 args_parse_flag_argument: -T = copy-mode-vi
1779080599.068026 args_parse_flags: next C-Up
1779080599.068026 args_parse: flags end at 2 of 4
1779080599.068027 args_parse: 2 = C-Up (type STRING)
1779080599.068028 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1779080599.068030 cmd_parse_build_commands: bind-key -T copy-mode-vi C-Up { send-keys -X scroll-up }
1779080599.068030 cmdq_get_command: [bind-key/0x733020ecc700] group 2705
1779080599.068031 cmdq_append <global>: [bind-key/0x733020ecc700]
1779080599.068032 yylex_token: end at WS
